"Store ID","Store Name","Ownership Type","Country","City","Region","ZIP Code","Address","Coordinates","Phone Number","Opening Hours"
"1542","SZ Moi Wah Chung","Company-Operated","China","Shenzhen","Guangdong Province","518028","Shop C01 on Ground Floor , Maoye Departm, Shenzhen","[22.54506,114.08643]","+86 755 8301 9839",""
"1544","Kunshan City Park Store","Company-Operated","China","Suzhou","Jiangsu","215335","B1,No.88,N.Heilongjiang Rd, Suzhou","[31.38109,120.98201]","+86 512 5735 1635",""
"1545","BJ Oriental Plaza W","Company-Operated","China","Beijing","Beijing","100006","BB10,BB12A, Oriental Plaza Shopping Mall, Beijing","[39.90957,116.41287]","+86 10 8518 5163",""
"1547","SZ Carrianna store","Company-Operated","China","Shenzhen","Guangdong Province","","G/F, Carrianna Friendship Square, Ren Mi, Shenzhen","[22.53717,114.11987]","+86 755 2518 2535",""
"1569","Hongmei Road Store","Company-Operated","China","Shanghai","Shanghai","201103","No.3188-1,Hongmei Rd, Shanghai","[31.18811,121.38744]","+86 21 5422 1872",""
"1571","Xidan Chung Yo-Relocation","Company-Operated","China","Beijing","Beijing","100031","No.176 North Xidan Street, Beijing","[39.90919,116.37602]","",""
"1572","World Trade Center Store","Company-Operated","China","Shanghai","Shanghai","200336","No.2299,W.Yanan Rd, Shanghai","[31.20173,121.40089]","+86 21 6236 0782",""
"1574","South Mart","Company-Operated","China","Shanghai","Shanghai","200237","No.7388,Humin Rd, Shanghai","[31.13169,121.40096]","+86 21 6412 3485",""
"1580","Information Tower","Company-Operated","China","Shanghai","Shanghai","200120","No.211,Century Rd, Shanghai","[31.23554,121.51062]","+86 21 5878 7612",""
"1584","Suzhou Suxin Store","Company-Operated","China","Suzhou","Jiangsu","215006","No.88,Jinjihu Rd, Suzhou","[31.30652,120.67502]","+86 512 6762 8972",""
"1587","Citigroup Tower","Company-Operated","China","Shanghai","Shanghai","200120","1F,Citigroup Tower,No.33,Shiqiao Rd, Shanghai","[31.23448,121.50046]","+86 21 5887 3087",""
"1593","Tomson Store","Company-Operated","China","Shanghai","Shanghai","200120","No. 710 Dongfang Road, Shanghai","[31.22925,121.52429]","+86 21 5830 8150",""
"1598","UC Tower","Company-Operated","China","Shanghai","Shanghai","200122","No. 500 Fushan Road, Shanghai","[31.22236,121.53171]","+86 21 5830 1323",""
"1607","Daning Store","Company-Operated","China","Shanghai","Shanghai","200070","No.1898,Gonghexin Rd,, Shanghai","[31.27432,121.45300]","+86 21 6652 1045",""
"1622","GZ Bercy  Store","Company-Operated","China","Guangzhou","Guangdong Province","510620","Shop 1/29,1/29A,1/30A,1/30B G/F, Bercy P, Guangzhou","[23.14048,113.32102]","+86 20 3892 2050",""
"1625","1 LuJiaZui-Pudong Dist-1F-Shan","Company-Operated","China","Shanghai","Shanghai","200120","No. 68 Middle Yincheng Road, Shanghai","[31.24118,121.50655]","+86 21 5010 6201",""
"1626","SZ Guomao Rainbow store","Company-Operated","China","Shenzhen","Guangdong Province","518010","District A, 1st Floor,Guomao Building,30, Shenzhen","[22.54083,114.11950]","+86 755 8221 0057",""
"1627","GZ Jinlilai Store","Company-Operated","China","Guangzhou","Guangdong Province","510620","Shop 01 G/F, Jinlilai Building, 138 Ti y, Guangzhou","[23.13845,113.32903]","+86 20 3878 1266",""
"1628","Middle Si Ming Rd - Ningbo","Company-Operated","China","Ningbo","Zhejiang","315192","No. 999 Middle Si Ming Road, Ningbo","[29.82649,121.54788]","+86 574 8305 7666",""
"1632","In Century Plaza - Room 101","Company-Operated","China","Shanghai","Shanghai","200030","No 580 Tianyaoqiao Road, Shanghai","[31.18484,121.44241]","+86 21 6427 2170",""
"1638","BJ Fuli Plaza","Company-Operated","China","Beijing","Beijing","100020","Fuli Plaza-1st floor 101(Northwest of Sh, Beijing","[39.89528,116.46093]","+86 10 5903 7387",""
"1640","BJ Regent Land","Company-Operated","China","Beijing","Beijing","100010","Regent Land-L103 ,L202A-Beijing Xin Zhon, Beijing","[39.93330,116.43697]","+86 10 6551 3686",""
"1644","Ningbo Heyi Da Dao","Company-Operated","China","Ningbo","Zhejiang","315099","No. 76 Heyi Rd, Ningbo","[29.87415,121.55528]","+86 574 8389 9360",""
"1645","CIFC Off Bldg-Pudong Dist-Lobb","Company-Operated","China","Shanghai","Shanghai","200122","No.1589,Century St, Shanghai","[31.22510,121.53461]","+86 21 5830 9068",""
"1649","BJ Golden Tower","Company-Operated","China","Beijing","Beijing","100107","1F,A Golden Tower, No.38, Qinghua East R, Beijing","[40.00170,116.35332]","+86 10 8283 8391",""
"1651","Ruihong Store","Company-Operated","China","Shanghai","Shanghai","200086","No.1, Lingpin Road, Shanghai","[31.26067,121.49942]","+86 21 6123 7475",""
"1652","New World 3F","Company-Operated","China","Shanghai","Shanghai","200001","No.2-68 W.Nanjing Rd, Shanghai","[31.23486,121.47378]","",""
"1654","BJ Ocean Intl Ctr","Company-Operated","China","Beijing","Beijing","100123","1F 109 of Building A, Ocean Internationa, Beijing","[39.91453,116.49117]","+86 10 8586 8829",""
"1617","BJ The Gate","Company-Operated","China","Beijing","Beijing","100086","No.128A, The Gate City Mall, No.19 Zhong, Beijing","[39.97831,116.31565]","+86 10 8248 6056",""
"1619","Fenyang Road","Company-Operated","China","Shanghai","Shanghai","200031","138 Fengyang Road, Shanghai","[31.20984,121.45298]","+86 21 5465 0525",""
"1620","SZ Book City store","Company-Operated","China","Shenzhen","Guangdong Province","518000","Shop N137,G/F,Book City,Hongli Road,Futi, Shenzhen","[22.54751,114.05997]","+86 755 2399 2150",""
"1621","SZ Dongfang Yayuan","Company-Operated","China","Shenzhen","Guangdong Province","518017","No.HF-3,1/F,DongFangYaYuan,FuminRoad Nor, Shenzhen","[22.52378,114.05699]","+86 755 8348 3136",""
"1624","SZ Yitian Holiday","Company-Operated","China","Shenzhen","Guangdong Province","518058","No.19,B1/F, Yitian Holiday Plaza, No.902, Shenzhen","[22.53747,113.97509]","+86 755 8629 8219",""
"1635","Shanghai South Railway Station","Company-Operated","China","Shanghai","Shanghai","200234","B1-25,Shanghai South Railway Station, Shanghai","[31.15224,121.43180]","+86 21 5435 2313",""
"1637","Evergo Tower","Company-Operated","China","Shanghai","Shanghai","200031","No.1325,Middle Huaihai Rd, Shanghai","[31.21230,121.45004]","+86 21 5466 1781",""
"1643","Genway Housing-Lobby","Company-Operated","China","Suzhou","Jiangsu","215122","1F,No.188,Wangdun Rd, Suzhou","[31.32035,120.72211]","+86 512 6660 7616",""
"1646","Wei Hai Rd , Shimen Rd-Jing","Company-Operated","China","Shanghai","Shanghai","200041","No.433,439,Weihai Rd, Shanghai","[31.22699,121.46409]","+86 21 6340 0871",""
"1647","DG DYNA City store","Company-Operated","China","Dongguan","Guangdong Province","523013","1002,Xinghe Cheng shopping center Shop,, Dongguan","[23.02198,113.79112]","+86 769 2626 8781",""
"1655","Jai De Plaza","Company-Operated","China","Hangzhou","Zhejiang","310006","No.118,Qingchun Rd, Hangzhou","[30.25852,120.17238]","+86 571 8704 9121",""
"1656","Maxdo","Company-Operated","China","Shanghai","Shanghai","200336","No.8,Xingyi Rd, Shanghai","[31.20518,121.40523]","+86 21 5208 2980",""
"1032607","Xuancheng Babaiban Store","Company-Operated","China","Xuancheng","Anhui","242034","AnHuiXuanChengXuanZhouQuDieZhangLuGuoGou, Xuancheng","[30.94546,118.75536]","",""
"8597500","Shanghai L,Snow Store","Company-Operated","China","Shanghai","Shanghai","201306","Yaoxue Ice and Snow World in Nanhui New, Shanghai","[30.91984,121.90556]","",""
"1032615","Jiaxing Tongxiang Puyuan Langa","Company-Operated","China","Jiaxing","Zhejiang","314502","Shop 1002, 1278 Kaixuan Road, Puyuan Tow, Jiaxing","[30.67336,120.61618]","",""
"18946","XA Wanda Plaza","Company-Operated","China","Xi'An","Shaanxi","710006","Wanda Plaza-Minlryuan Inner Pedestrain N, XIAN","[34.26869,108.96377]","+86 29 8740 3884",""
"18969","SZ Longgang  Baoneng store","Company-Operated","China","Shenzhen","Guangdong Province","518172","No.L1-01,02 Baoneng All city, Jianshe Rd, Shenzhen","[22.72456,114.24810]","+86 755 2890 9349",""
"18973","Pearl Hotel","Company-Operated","China","Shanghai","Shanghai","200031","No.212,Zhaojiabang Rd, Shanghai","[31.20368,121.46250]","+86 21 6473 1870",""
"18983","ZH Zonbon Hotel","Company-Operated","China","Zhuhai","Guangdong Province","519015","G/F, No.33 Middle Qinglv Road, Jida, Zhu, Zhuhai","[22.24996,113.59204]","+86 756 332 1276",""
"19004","BJ Chaoyang Joycity","Company-Operated","China","Beijing","Beijing","100025","L1-02, Chaoyang Joy City, No. 101, North, Beijing","[39.92419,116.51923]","+86 10 8552 1068",""
"19007","Zhejiang Bailian Outlets","Company-Operated","China","Hangzhou","Zhejiang","314423","No.199,Qichao Rd, Hangzhou","[30.34566,120.38388]","+86 571 8693 3280",""
"19011","BJ Twin Tower","Company-Operated","China","Beijing","Beijing","100020","1F, Beijing  Twins Tower, Yi NO.12, Jian, Beijing","[39.90741,116.44902]","+86 10 6568 6282",""
"19051","Shaoxing Shimao Dear Mall -1 a","Company-Operated","China","Shaoxing","Zhejiang","312006","No.366,East Shengli Rd, Shaoxing","[30.00356,120.59608]","+86 575 8150 7608",""
"20055","DG 1st International store","Company-Operated","China","Dongguan","Guangdong Province","523071","No.122, G/F, One Mall Shopping Center,1s, Dongguan","[23.00852,113.75542]","+86 769 2285 4536",""
"20041","CD CapitaMall XinNan Store","Company-Operated","China","Chengdu","Sichuan","610094","Unit 1-31,1F,18 Shenghe Yi Road, I-Tech, Chengdu","[30.60224,104.06317]","+86 28 6597 8937",""
"20081","Jinhua Intime Shopping Mall-Gr","Company-Operated","China","Jinhua","Zhejiang","321013","No.168 Jiefang East Rd, Jinhua","[29.10335,119.65455]","+86 579 8222 6035",""
"20158","Wuxi Qingming Bridge","Company-Operated","China","Wuxi","Jiangsu","214021","No.201 Nanchang Street, Wuxi","[31.56184,120.31160]","+86 510 8503 5863",""
"20160","Wenzhou Times Square Shop Cntr","Company-Operated","China","Wenzhou","Zhejiang","325027","No.288,Station Ave, Wenzhou","[27.99873,120.68465]","+86 577 8899 5835",""
"20169","XM Yundang Road","Company-Operated","China","Xiamen","Fujian","361012","Marco Polo Hotel,Jianye Road,North Hubin, Xiamen","[24.47474,118.08522]","+86 592 512 4830",""
"20185","KM Shuncheng Plaza","Company-Operated","China","Kunming","Yunnan","650021","A1-03A,G/F, Shuncheng Plaza, Dongfeng Xi, Kunming","[25.03647,102.70699]","+86 871 6515 7116",""
"20390","WH University","Company-Operated","China","Wuhan","Hubei","430074","Luojiashan NO 19,Luonan Street,Hongshan, Wuhan","[30.53323,114.35655]","+86 27 8716 2982",""
"20458","CQ West Outlets Mall","Company-Operated","China","Chongqing","Chongqing","401121","No.1,Huichuan road,north district,Econom, Chongqing","[29.62957,106.56578]","+86 23 8821 2810",""
"32170","BJ Jinbao Plaza","Company-Operated","China","Beijing","Beijing","100005","1F of Jinbao Tower, No.89 Jinbao Street, Beijing","[39.91618,116.41978]","+86 10 8522 1661",""
"51996","Jiangqiao Wanda","Company-Operated","China","Shanghai","Shanghai","201803","Unit 1100, No 1-100,Lane 1051,West Jin S, Shanghai","[31.24059,121.32426]","+86 21 3952 5927",""
"51989","BM InterContinental Center","Company-Operated","China","Shanghai","Shanghai","200071","No.100 Yu Tong Road, Shanghai","[31.24458,121.45354]","+86 21 3218 0728",""
"51995","Raffles City Office Bldg","Company-Operated","China","Shanghai","Shanghai","200003","No.268,Raffles City,M. Xizang Rd, Shanghai","[31.23272,121.47755]","+86 21 3331 1357",""
"65760","Zhoupu Wanda Plaza - Unit 156-","Company-Operated","China","Shanghai","Shanghai","201318","No.518, Nianjia Bang Rd, Shanghai","[31.11488,121.56912]","+86 21 2098 0390",""
"65762","BJ Longhu Street","Company-Operated","China","Beijing","Beijing","100000","Longhu Street NO.206 Yiheyuan Road, Haid, Beijing","[39.99827,116.28897]","+86 10 6250 1706",""
"65765","BJ The Mixc1","Company-Operated","China","Beijing","Beijing","100085","F1 L130 Oak Wood Shopping Center, Qinghe, Beijing","[40.03044,116.33329]","+86 10 8281 6711",""
"65761","Wu jiao Chang Wanda Cinema","Company-Operated","China","Shanghai","Shanghai","200437","No.58 Guobin Rd, Shanghai","[31.30091,121.51297]","+86 21 5393 0715",""
"65873","GZ Poli Center South Tower Sto","Company-Operated","China","Guangzhou","Guangdong Province","510098","Shop B117,B118,B119,B120, Jianshedama Ro, Guangzhou","[23.13634,113.28154]","+86 20 8302 2559",""
"65996","CD Wanda","Company-Operated","China","Chengdu","Sichuan","610022","1F Wanda Square,the Second Ring Road,Che, Chengdu","[30.62099,104.09787]","+86 28 6510 9031",""
"66009","JN Henglung Plaza","Company-Operated","China","Jinan","Shandong","250063","NO.177 1st  Floor Henglung Plaza, NO.188, Jinan","[36.66385,117.02341]","+86 531 5563 8066",""
"66114","GE Office Center","Company-Operated","China","Shanghai","Shanghai","201204","No. 1, HuaTuo Rd, Shanghai","[31.19099,121.58330]","+86 21 2024 9651",""
"66235","WH PuTiJin","Company-Operated","China","Wuhan","Hubei","430071","No.166 Shuiguohu Street Wuchang District, Wuhan","[30.57468,114.36068]","+86 27 8873 5916",""
"66237","XM Huli Wanda Plaza","Company-Operated","China","Xiamen","Fujian","361016","2F Huliwanda Plaza, No.4666, Xianyue RD, Xiamen","[24.50366,118.17774]","+86 592 553 4438",""
"66002","Zhenjiang Wanda Plaza - GF","Company-Operated","China","Zhenjiang","Jiangsu","212004","No.19,W.Huangshan Rd, Zhenjiang","[32.19553,119.43545]","+86 511 8528 0822",""
"66112","Xindongan-relocation","Company-Operated","China","Beijing","Beijing","100006","Wangfujing Str, Beijing","[39.91500,116.41190]","",""
"69691","AZIA Center","Company-Operated","China","Shanghai","Shanghai","200120","No.1233,Lujiazui Ring Rd, Shanghai","[31.24089,121.50425]","+86 21 5043 2971",""
"69692","New Caohejing Intl Business Ce","Company-Operated","China","Shanghai","Shanghai","201103","No.391,Guiping Rd, Shanghai","[31.16379,121.40361]","+86 21 3414 0663",""
"69696","TS Wanda Plaza","Company-Operated","China","Tangshan","Hebei","063013","1st Floor,Wanda Plaza,NO.18 Zengsheng Ro, Tangshan","[39.62463,118.18646]","+86 315 510 2296",""
"69701","Hangzhou United Plaza -Ground","Company-Operated","China","Hangzhou","Zhejiang","310002","No. 19 Feiyunjiang Road, Hangzhou","[30.21611,120.17804]","+86 571 8658 8220",""
"69712","Cixi Intime Department Store-","Company-Operated","China","Ningbo","Zhejiang","315300","No.99,S.Teenagers Palace Rd, Ningbo","[30.17061,121.24829]","+86 574 6390 7469",""
"69754","WH Jingkai Wanda Plaza","Company-Operated","China","Wuhan","Hubei","430058","Jingkai Wanda plaza,Longyang road,Zhuank, Wuhan","[30.50629,114.17283]","+86 27 8486 4299",""
"69756","GZ Nanguo Shangyuan Store","Company-Operated","China","Guangzhou","Guangdong Province","510627","No.01,GF Victoria Hotel, No.106West Huan, Guangzhou","[23.12637,113.33677]","+86 20 3868 6150",""
"69766","WF Taihua Plaza","Company-Operated","China","Weifang","Shandong","261012","Taihua plaza Store-1st floor NO.360,Dong, Weifang","[36.71128,119.11089]","+86 536 208 1908",""
"69769","GZ China Unicom","Company-Operated","China","Guangzhou","Guangdong Province","510627","No. 666 Huangpu Road, Guangzhou","[23.12566,113.34512]","+86 20 2208 8718",""
"69772","HF Baohe Wanda","Company-Operated","China","Hefei","Anhui","230002","Baohe Wanda Plaza, Wuhu Road, Hefei, Anh, Hefei","[31.85618,117.30182]","+86 551 6288 8946",""
"69862","WH Baolijin International","Company-Operated","China","Wuhan","Hubei","430021","1 floor,No.198,Hualou street,Jianghan di, Wuhan","[30.57816,114.29280]","+86 27 8221 2786",""
"69914","BJ Shimao Department","Company-Operated","China","Beijing","Beijing","100020","Shimao Department Store,No.13,Beijing Wo, Beijing","[39.93557,116.44985]","+86 10 8405 9071",""
"69915","XA Lucky King Parkson","Company-Operated","China","Xi'An","Shaanxi","710049","No.59, South Jinhua Street , Beilin Dist, XIAN","[34.24732,108.99716]","+86 29 8263 0753",""
"69919","XM World trade center","Company-Operated","China","Xiamen","Fujian","361010","1F B building world trade center 882-888, Xiamen","[24.46801,118.11342]","+86 592 223 4155",""
"69921","BD Xiantianxia Plaza","Company-Operated","China","Baoding","Hebei","071051","F1, Beiguo Xiantianxia Shoppping Plaza,, Baoding","[38.88996,115.46962]","+86 312 588 3208",""
"69922","ZS Sheraton","Company-Operated","China","Zhongshan","Guangdong Province","528400","No.01,G/F, Sheraton Hotel, North Qijiang, Zhongshan","[22.51969,113.36536]","+86 760 8866 2708",""
"69944","JN Inzone Department","Company-Operated","China","Jinan","Shandong","250063","Qianfoshan Street, Lixia District, Jinan, Jinan","[36.66014,117.03124]","+86 531 8191 7736",""
"69998","Nanjing Jianging Auchan Sprmkt","Company-Operated","China","Nanjing","Jiangsu","211106","No.11,Qinhuai Rd, Nanjing","[31.95180,118.81945]","+86 25 5276 7325",""
"70000","XA Qujiang Intime","Company-Operated","China","Xi'An","Shaanxi","710063","1 floor,IntimeBuilding,Yannan road,Xian, XIAN","[34.20543,108.96305]","+86 29 8912 5763",""
"70003","HrB Jinan Europa","Company-Operated","China","Harbin","Heilongjiang","150020","No.69 Zhongyang street Daoli district Ha, HAERBIN","[45.77181,126.62040]","+86 451 8456 7078",""
"69918","CD Suning Plaza","Company-Operated","China","Chengdu","Sichuan","610094","No126,1 floor,Suning Plaza,No 8,Tianfu r, Chengdu","[30.60215,104.06695]","+86 28 8515 0797",""
"69942","DG Humen Rainbow","Company-Operated","China","Guangzhou","Guangdong Province","523900","No.1200,G/F, Humen Rainbow department st, Dongguan","[22.80920,113.68700]","+86 769 8936 1983",""
"69946","SZ Dongmen MOI store","Company-Operated","China","Shenzhen","Guangdong Province","518001","G/F,Dongmen MOI, No.2047, Dongmen Zhong, Shenzhen","[22.54711,114.12127]","+86 755 2585 5356",""
"69999","Golden Eagle People Square Dep","Company-Operated","China","Xuzhou","Jiangsu","221002","No. 270 West HuaiHai Rd, Xuzhou","[34.26441,117.16292]","+86 516 8575 1916",""
"70001","The North Shopping Mall","Company-Operated","China","Shanghai","Shanghai","200062","No.136,Lane 168,Daduhe Rd, Shanghai","[31.22324,121.39452]","+86 21 5206 8359",""
"87530","Youyou Centry Place-Building A","Company-Operated","China","Shanghai","Shanghai","201204","No.428,S.Yanggao Rd, Shanghai","[31.21732,121.53480]","+86 21 3393 5608",""
"87574","Ningbo Southern Business Distr","Company-Operated","China","Ningbo","Zhejiang","315199","Middle Rili Road, Ningbo","[29.80801,121.54712]","+86 574 8821 6882",""
"87580","Suzhou Central Station - B1F","Company-Operated","China","Suzhou","Jiangsu","215006","No.199,Xinghai St, Suzhou","[31.31576,120.67032]","+86 512 6256 0703",""
"87634","Central Mansion","Company-Operated","China","Shanghai","Shanghai","200333","No.21-22,Lane 58,Tongchuan Rd, Shanghai","[31.25609,121.41995]","+86 21 6073 6866",""
"87637","BJ Dahongmen Intime Dep.","Company-Operated","China","Beijing","Beijing","100068","1F,NO.26,Dahongmen West Road, Fengtai Di, Beijing","[39.84493,116.38572]","+86 10 5653 0792",""
"87640","KM Nanya Fengqing Mall","Company-Operated","China","Kunming","Yunnan","650228","A02-03 First Floor,No.569,DianChi Road,N, Kunming","[25.01000,102.68410]","+86 8714194390",""
"87645","XM TOO mall","Company-Operated","China","Xiamen","Fujian","361026","B101,B102 1F TOO mall 60-80 Binhubei RD, Xiamen","[24.47995,118.03197]","+86 592 658 1814",""
"87769","XA Kai Yuan","Company-Operated","China","Xi'An","Shaanxi","710004","1F Kaiyuan Shopping Mall, No.6 Jiefang M, XIAN","[34.25810,108.94748]","+86 29 8726 9362",""
"88237","FS LingNan TianDi Store","Company-Operated","China","Foshan","Guangdong Province","528011","No.FC04/06/06-2 , 1st floor , Lingnan Ti, Foshan","[23.02963,113.11499]","+86 757 8203 0092",""
"87632","TJ Wu Da Yuan","Company-Operated","China","Tianjin","Tianjin","300040","Tai An Road,Heping District, Tianjin, Tianjin","[39.11910,117.21348]","+86 22 5832 5702",""
"87633","WH Guanggu Tiandi","Company-Operated","China","Wuhan","Hubei","430223","No.479,Guanshan Avenue, Donghu New Techn, Wuhan","[30.47638,114.41029]","+86 27 8765 9221",""
"87639","Nanjing Tong Xi Store Ground F","Company-Operated","China","Nanjing","Jiangsu","211106","No.1351,Shuanglong Ave, Nanjing","[31.94256,118.82204]","+86 25 5210 1996",""
"88240","SZ Concert Hall store","Company-Operated","China","Shenzhen","Guangdong Province","518048","2nd Floor,Shenzhen Concert Hall, No.2016, Shenzhen","[22.54728,114.05718]","+86 755 8284 1992",""
"88246","GZ Zhonghai Jinghui Store","Company-Operated","China","Guangzhou","Guangdong Province","510623","GF No.101, 2nd-stage Zhonghai Jinghui ,, Guangzhou","[23.12066,113.33309]","+86 20 3801 7843",""
"88244","SJZ Xinyuan NASA","Company-Operated","China","Shijiazhuang","Hebei","050001","Xinyuan NASA, No. 11 Zhongshan East Stre, Shijiazhuang","[38.04425,114.49870]","+86 311 6750 3883",""
"88245","SY Tesco","Company-Operated","China","Shenyang","Liaoning","110081","No.78 Huanghenan Street Huanggu district, Shenyang","[41.83508,123.41949]","+86 24 8639 5051",""
"88354","Hongwell International Plaza-G","Company-Operated","China","Shanghai","Shanghai","200030","No.1602,W.Zhongshan Rd, Shanghai","[31.18681,121.42189]","+86 21 3469 3160",""
"91288","GZ Comic City West store","Company-Operated","China","Guangzhou","Guangdong Province","510030","No.WD001, West District, Guangzhou Comic, Guangzhou","[23.12575,113.26385]","+86 20 6268 1543",""
"91301","TJ ELE life","Company-Operated","China","Tianjin","Tianjin","300202","Unit 1022 1st Floor 531 Dagu South Road, Tianjin","[39.10193,117.22423]","+86 22 8328 3196",""
"91307","WF Inzone Plaza","Company-Operated","China","Weifang","Shandong","261044","Inzone plaza,No.4000,shengli East Road,K, Weifang","[36.70491,119.15584]","+86 536 208 1695",""
"91309","New Huaihai Fang","Company-Operated","China","Shanghai","Shanghai","200030","No.676, Huaihai West Road, Shanghai","[31.19643,121.42270]","+86 21 3209 0190",""
"91312","BJ Taiyanggong Capit","Company-Operated","China","Beijing","Beijing","100028","No. 01-44/45, 1st floor of Taiyanggong C, Beijing","[39.97136,116.44681]","+86 10 8415 0945",""
"91318","President Business Building","Company-Operated","China","Shanghai","Shanghai","200335","No.568, Tianshan West Road, Shanghai","[31.21843,121.36058]","+86 21 3353 7610",""
"91320","KM Amax","Company-Operated","China","Kunming","Yunnan","650091","No.98 Renmin Zhong Road ,KunMing, Kunming","[25.04337,102.70134]","+86 8718391633",""
"91335","QZ Jinjiang Wanda","Company-Operated","China","Quanzhou","Fujian","362201","No.237,2F, Jinjiang Wanda Plaza, No.888, Quanzhou","[24.81775,118.57334]","+86 595 8215 5866",""
"91337","Jiangyin Wanda Plaza - Ground","Company-Operated","China","Wuxi","Jiangsu","214433","No.281,Renminxi Rd, Wuxi","[31.89855,120.24181]","+86 510 8600 1818",""
"91341","QD Licang Wanda Plaza","Company-Operated","China","Qingdao","Shandong","266199","2F Licang Wanda NO.148 Jufeng.Road Lican, Qingdao","[36.16813,120.43380]","+86 532 5571 8661",""
"113528","KM Zhengyi Fashion","Company-Operated","China","Kunming","Yunnan","650021","1-2F, NO.2 Business street,  West old st, Kunming","[25.04161,102.70889]","+86 8713628757",""
"113537","NN Minge Lake Store","Company-Operated","China","Nanning","Guangxi","530088","Minge Lake Bar Street, Jinpu Road, Nanni, Nanning","[22.81067,108.37396]","+86 771 582 7661",""
"113410","CD Jinniu Wanda Plaza","Company-Operated","China","Chengdu","Sichuan","610084","1st floor,Chengdu Jinniu Wanda Plaza,int, Chengdu","[30.68712,104.07365]","+86 28 8321 0581",""
"113412","The Point Jingan - Ground Floo","Company-Operated","China","Shanghai","Shanghai","200060","No. 553, An Yuan Rd, Shanghai","[31.23719,121.43886]","+86 21 5283 0029",""
"113530","QD Thumb Plaza","Company-Operated","China","Qingdao","Shandong","266101","Unit 1F-02 Qingdao Thumb Plaza  N0.880 T, Qingdao","[36.10909,120.44799]","+86 532 5567 1063",""
