"Store ID","Store Name","Ownership Type","Country","City","Region","ZIP Code","Address","Coordinates","Phone Number","Opening Hours"
"1009732","Bauru Shopping","Licensed Store","Brazil","Bauru","State of São Paulo","17012-205","Rua Henrique Savi, 1555, UN 2A-01, Bauru","[-22.34216,-49.04963]","",""
"1011790","CCP Shopping Cidade Sao Paulo","Licensed Store","Brazil","São Paulo","State of São Paulo","01310-100","Avenida Paulista, 1203, Sao Paulo","[-23.56378,-46.65341]","",""
"1016938","Aeroporto GRU T2 West","Licensed Store","Brazil","Guarulhos","State of São Paulo","07155","Rod. Helio Smidt, s/n, Term2 Oeste, Guarulhos","[-23.42416,-46.47882]","",""
"1019237","GALEAO AIRSIDE T2 DOMESTICO","Licensed Store","Brazil","Rio de Janeiro","State of Rio de Janeiro","21941-570","Av. Vinte de Janeiro, s/n, Rio de Janeiro","[-22.81463,-43.24793]","",""
"1021507","Center Norte Corner","Licensed Store","Brazil","São Paulo","State of São Paulo","02047-050","Travessa Casalbuono, 120, Sao Paulo","[-23.51585,-46.61819]","",""
"1021848","Interlagos Corner","Licensed Store","Brazil","São Paulo","State of São Paulo","04679-240","Avenida Interlagos, 2255, Sao Paulo","[-23.67634,-46.67595]","",""
"1022417","Grand Plaza","Licensed Store","Brazil","Santo André","State of São Paulo","09080-510","Avenida Industrial, 600, Santo Andre","[-23.64986,-46.53208]","",""
"1023625","GRU BAR T3 Arrivals","Licensed Store","Brazil","Guarulhos","State of São Paulo","07190-100","Rodovia Helio Smidt, s/n, Guarulhos","[-23.42934,-46.48002]","",""
"1023626","GRU BAR Praca Bravo","Licensed Store","Brazil","Guarulhos","State of São Paulo","07155","Rodovia Helio Smidt, s/n, Guarulhos","[-23.42820,-46.47641]","",""
"1032274","MorumbiShopping Relocation","Licensed Store","Brazil","São Paulo","State of São Paulo","04718","Avenida Roque Petroni Jnior 1037, So Paulo","[-23.62285,-46.69813]","",""
"1032407","Jockey Plaza Curitiba","Licensed Store","Brazil","Curitiba","State of Paraná","82821-020","Rua Konrad Adenauer, 370, Curitiba","[-25.42689,-49.21582]","",""
"1024770","Morumbi Town","Licensed Store","Brazil","São Paulo","State of São Paulo","05724-002","Av. Giovanni Gronchi, 5930, Sao Paulo","[-23.63167,-46.73733]","",""
"1025453","Super Shopping Osasco","Licensed Store","Brazil","Osasco","State of São Paulo","06020-012","Av. dos Autonomistas, 1828, Osasco","[-23.53666,-46.77201]","",""
"1026399","Lago Azul km72","Licensed Store","Brazil","Louveira","State of São Paulo","13290-000","Via Anhanguera, km72, s/n, Louveira","[-23.09094,-46.97368]","",""
"1026795","SP Corporate Towers","Licensed Store","Brazil","São Paulo","State of São Paulo","04551-065","Av. Chedid Jafet, 75, Sao Paulo","[-23.59221,-46.68791]","",""
"1027891","Dom Pedro Leitura","Licensed Store","Brazil","Campinas","State of São Paulo","13087-635","Av. Guilherme Campos, 500 - Jardim Santa, Campinas","[-22.84754,-47.06416]","",""
"1027900","Brasilia Airport Embarque 1o P","Licensed Store","Brazil","Brasília","Federal District","71608-900","Lago Sul, Braslia - DF, Brasilia","[-15.87030,-47.92082]","",""
"1027904","Brasilia Airport PIER NORTE","Licensed Store","Brazil","Brasília","Federal District","71608-900","Lago Sul, Braslia - DF, Brasilia","[-15.87029,-47.92083]","",""
"1028204","Posto Arco Iris","Licensed Store","Brazil","Roseira","State of São Paulo","12580-000","Rod. Pres. Dutra, s/n - Pirapitingui, Ro, Roseira","[-22.90932,-45.31830]","",""
"1028318","VIVO ECO BERRINI, BRAZIL","Licensed Store","Brazil","São Paulo","State of São Paulo","04571-936","v. Engenheiro Luis Carlos Berrini, 1376, Sao Paulo","[-23.60865,-46.69459]","",""
"1028496","POA AIRPORT AIRSIDE","Licensed Store","Brazil","Porto Alegre","State of Rio Grande do Sul","90200-310","Av. Severo Dulius, 90010, Porto Alegre","[-29.99347,-51.17556]","",""
"1029996","VENANCIO SHOPPING","Licensed Store","Brazil","Brasília","Federal District","70740-610","Setor Comercial Sul Q. 6 - Asa Sul, Brasilia","[-15.79429,-47.89282]","",""
"1030493","POA AIRPORT DESEMBARQUE","Licensed Store","Brazil","Porto Alegre","State of Rio Grande do Sul","90200-310","Av. Severo Dulius, 90010, Porto Alegre","[-29.99180,-51.17459]","",""
"1030682","Iguatemi Campinas","Licensed Store","Brazil","Campinas","State of São Paulo","13092-500","Avenida Iguatemi 777, Campinas","[-22.89284,-47.02659]","",""
"1031669","Shopping Palladium Curitiba","Licensed Store","Brazil","Curitiba","State of Paraná","80610-012","Avenida Presidente Kennedy, 4121, Curitiba","[-25.47743,-49.29056]","",""
"1031873","ParkShopping Canoas","Licensed Store","Brazil","Canoas","Rio Grande do Sul","92022","Avenida Farroupilha 4545, Canoas","[-29.91604,-51.16515]","",""
"1032438","Porto Belo Outlet","Licensed Store","Brazil","Porto Belo","State of Santa Catarina","88210-000","BR-101, Porto Belo","[-27.20051,-48.61509]","",""
"1032455","Shopping Patio Batel","Licensed Store","Brazil","Curitiba","State of Paraná","80420-090","Avenida do Batel 1868, Curitiba","[-25.44308,-49.29070]","",""
"1033024","ParkShopping Campo Grande","Licensed Store","Brazil","Rio de Janeiro","State of Rio de Janeiro","23045-830","Estrada do Monteiro, 1200, Rio de Janeiro","[-22.92738,-43.57489]","",""
"1033473","Estacao Curitiba","Licensed Store","Brazil","Curitiba","State of Paraná","80230-010","Avenida Sete de Setembro 2775, Curitiba","[-25.43845,-49.26704]","",""
"1042803","ParkShopping Barigui","Licensed Store","Brazil","Curitiba","State of Paraná","81200-100","R. Prof. Pedro Viriato Parigot de Souza,, Curitiba","[-25.43460,-49.31640]","",""
"1043306","Maxi Shopping Jundiai","Licensed Store","Brazil","Jundiaí","State of São Paulo","13215-900","Avenida Antnio Frederico Ozanan 6000, Jundiai","[-23.16991,-46.89223]","",""
"1044569","Shopping da Bahia","Licensed Store","Brazil","Salvador","State of Bahia","41100-800","Avenida Tancredo Neves 148, Salvador","[-12.98151,-38.46426]","",""
"1044570","Shopping Barra Salvador","Licensed Store","Brazil","Salvador","State of Bahia","40140-902","Av. Centenario, 2992, Salvador","[-13.00663,-38.52405]","",""
"8892400","Edificio Pedroso de Morais","Licensed Store","Brazil","São Paulo","State of São Paulo","05413-010","Av. Pedroso de Morais, 218, Sao Paulo","[-23.56776,-46.68839]","",""
"1032665","Aricanduva Store","Licensed Store","Brazil","São Paulo","State of São Paulo","03456","Avenida Aricanduva 5555, So Paulo","[-23.56535,-46.50332]","",""
"1032417","Shopping Mogi","Licensed Store","Brazil","Mogi das Cruzes","State of São Paulo","08780-910","Av. Ver. Narciso Yague Guimares, 1001, Mogi das Cruzes","[-23.51601,-46.17952]","",""
"1031487","Mueller Shopping","Licensed Store","Brazil","Curitiba","State of Paraná","82860-140","Avenida Candido de Abreu, 488, Curitiba","[-25.42031,-49.26853]","",""
"91083","Berrini","Licensed Store","Brazil","São Paulo","State of São Paulo","04561-080","Av. Engenheiro Luis Carlos Berrini, 773, Sao Paulo","[-23.60371,-46.69207]","+55 11 5102 2761",""
"1005652","Aero Guarulhos Term II Sup Fin","Licensed Store","Brazil","Guarulhos","State of São Paulo","07142","Rodovia Helio Smidt, s/n, Terminal 2, Guarulhos","[-23.42531,-46.48577]","",""
"1006235","Iguatemi Sorocaba","Licensed Store","Brazil","Votorantim","São Paulo","18048-110","Av. Profa. Izoraida Marques Peres, 401, Sorocaba","[-23.53410,-47.46364]","",""
"1007299","Aer. Intl. Viracopos Desembarq","Licensed Store","Brazil","Campinas","State of São Paulo","13055-900","Rodovia Santos Dumont, km 66, Campinas","[-23.00738,-47.14380]","",""
"1007312","Vale Sul 2","Licensed Store","Brazil","São José dos Campos","State of São Paulo","12230-000","Avenida Andromeda, 227, LUC 117, Sao Jose dos Campos","[-23.21660,-45.89340]","",""
"1007300","Aer. Intl. Viracopos Embarque","Licensed Store","Brazil","Campinas","State of São Paulo","13055-900","Rodovia Santos Dumont, km 66, Campinas","[-23.00616,-47.14543]","",""
"1007302","Tiete Plaza","Licensed Store","Brazil","São Paulo","State of São Paulo","05145-000","Av. Raimundo Pereira de Magalhaes, 1465, Sao Paulo","[-23.50699,-46.71830]","",""
"1007309","Iguatemi Rio Preto","Licensed Store","Brazil","São José do Rio Preto","State of São Paulo","15093-270","Av. Juscelino Kubitschek de Oliveira,, Sao Jose do Rio Preto","[-20.86640,-49.41424]","",""
"1009322","Praiamar Shopping","Licensed Store","Brazil","Santos","State of São Paulo","11025-905","Rua Alexandre Martins, 80, SUC 191, Santos","[-23.97703,-46.31006]","",""
"1010381","Shopping Metro Itaquera","Licensed Store","Brazil","São Paulo","State of São Paulo","08220-380","Av. Jose Pinheiro Borges, s/n, Sao Paulo","[-23.54060,-46.47051]","",""
"1014563","GRU Term 3","Licensed Store","Brazil","Guarulhos","State of São Paulo","07190-100","Av. Helio Smidt, S/N, Terminal 3, Guarulhos","[-23.42816,-46.47526]","",""
"1018201","Lago Azul Km64","Licensed Store","Brazil","Jundiaí","State of São Paulo","13213","Rodovia dos Bandeirantes, Km 64, Jundiai","[-23.15083,-46.96107]","",""
"1018202","Lago Azul Km 58","Licensed Store","Brazil","Jundiaí","State of São Paulo","13211-490","Rodovia dos Bandeirantes, Km 58, Jundiai","[-23.18815,-46.93068]","",""
"1020825","Aeroporto GRU T3 Check In","Licensed Store","Brazil","Guarulhos","State of São Paulo","07155","Rod. Helio Smidt, s/n, Guarulhos","[-23.42351,-46.47949]","",""
"1021518","Aeroporto Santos Dumont","Licensed Store","Brazil","Rio de Janeiro","State of Rio de Janeiro","20021-340","Praca Senador Salgado Filho, Rio de Janeiro","[-22.91106,-43.16697]","",""
"1026630","Florianopolis Boulevard","Licensed Store","Brazil","Florianópolis","State of Santa Catarina","88047-700","Av. Dep. Diomicio Freitas, 3393, Florianopolis","[-27.67400,-48.53619]","",""
"1027138","Iguatemi Florianopolis","Licensed Store","Brazil","Florianópolis","State of Santa Catarina","88035-000","Av. Me. Benvenuta, 687, Florianopolis","[-27.59079,-48.51451]","",""
"1028000","Brasilia Airport Desembarque T","Licensed Store","Brazil","Brasília","Federal District","71608-900","Lago Sul, Braslia - DF, Brasilia","[-15.87032,-47.92086]","",""
"1031331","BH AIRPORT T2 Quiosque Airside","Licensed Store","Brazil","Confins","State of Minas Gerais","33500-000","MG-10, Confins","[-19.62850,-43.96620]","",""
"1033260","Patio Paulista Relo","Licensed Store","Brazil","São Paulo","State of São Paulo","04004-070","Rua Treze de Maio 1947, Sao Paulo","[-23.57121,-46.64367]","",""
"1033782","Morro Azul","Licensed Store","Brazil","Itatiba","State of São Paulo","13257-721","SP-065, Itatiba","[-22.98698,-46.80508]","",""
"1044053","Shopping Nova Iguacu","Licensed Store","Brazil","Nova Iguaçu","Rio de Janeiro","26260-045","Avenida Ablio Augusto Tvora, Nova Iguau","[-22.76217,-43.46576]","",""
"1044103","Curitiba Airport Airside","Licensed Store","Brazil","São José dos Pinhais","State of Paraná","83010","Avenida Rocha Pombo, Sao Jose dos Pinhais","[-25.53163,-49.17554]","",""
"8781100","Nova America II","Licensed Store","Brazil","Rio de Janeiro","State of Rio de Janeiro","20765-050","Havaianas, Guadalupe","[-22.87831,-43.27174]","",""
"1031474","Barra Shopping Sul POA","Licensed Store","Brazil","Porto Alegre","State of Rio Grande do Sul","90810-080","Avenida Dirio de Notcias 300, Porto Alegre","[-30.08466,-51.24584]","",""
"1031476","BH AIRPORT T1 Quiosque Desemba","Licensed Store","Brazil","Confins","State of Minas Gerais","33500-000","MG-10, Confins","[-19.63174,-43.96263]","",""
"91715","Haddock Lobo","Licensed Store","Brazil","São Paulo","State of São Paulo","01418-200","Rua Haddock Lobo, 608, Sao Paulo","[-23.55802,-46.66199]","+55 11 3083 6101",""
"1007657","Cinema Odeon","Licensed Store","Brazil","Rio de Janeiro","State of Rio de Janeiro","20031-050","Praca Floriano 7 - Centro, Rio de Janeiro","[-22.91158,-43.17559]","",""
"1007667","Gomes de Carvalho","Licensed Store","Brazil","São Paulo","State of São Paulo","04547-006","Rua Gomes de Carvalho, 1740, Loja 6, Sao Paulo","[-23.59491,-46.68941]","",""
"1007676","Shopping Intl de Guarulhos Kio","Licensed Store","Brazil","Guarulhos","State of São Paulo","07034-010","Rodovia Presidente Dutra, Saida 225, Guarulhos","[-23.48728,-46.55026]","",""
"1007684","Ribeirao Shopping Store 2","Licensed Store","Brazil","Ribeirao Preto","State of São Paulo","14026-900","Av. Cel. Fernando Ferreira Leite, 1540, Ribeirao Preto","[-21.21250,-47.81541]","",""
"1007690","Barra Shopping 3","Licensed Store","Brazil","Rio de Janeiro","State of Rio de Janeiro","22640-102","Avenida das Americas, 4666, Rio de Janeiro","[-22.99808,-43.35609]","",""
"1011303","Aeroporto Galeao Mezanino","Licensed Store","Brazil","Rio de Janeiro","State of Rio de Janeiro","21941-570","Av. Vinte de Janeiro, s/n - Mezanino, Rio de Janeiro","[-22.81328,-43.25209]","",""
"1012917","Metro Santa Cruz Store 2","Licensed Store","Brazil","São Paulo","State of São Paulo","04095-000","R. Domingos de Morais, 2564, Piso Terreo, Sao Paulo","[-23.59893,-46.63728]","",""
"1013464","Assembleia x Carmo","Licensed Store","Brazil","Rio de Janeiro","State of Rio de Janeiro","20011-001","Rua do Carmo, 11, Rio de Janeiro","[-22.90452,-43.17549]","",""
"1013954","Aeroporto de Congonhas Cafe","Licensed Store","Brazil","São Paulo","State of São Paulo","04626-911","Av. Washington Luis, s/n, Sagua Central, Sao Paulo","[-23.62675,-46.65910]","",""
"1019980","Alphaville Loja","Licensed Store","Brazil","Barueri","São Paulo","06455-020","Alameda Rio Negro, 111, Barueri","[-23.50358,-46.84916]","",""
"1030713","Braz Leme Mall","Licensed Store","Brazil","São Paulo","State of São Paulo","02511-000","Avenida Braz Leme 1020, So Paulo","[-23.50808,-46.65069]","",""
"1030743","Conjunto Nacional Brasilia","Licensed Store","Brazil","Brasília","Federal District","70077-900","SDN CNB Conjunto A Asa Norte, Braslia","[-15.79127,-47.88307]","",""
"1032072","Jundia Shopping Relocation","Licensed Store","Brazil","Jundiaí","State of São Paulo","13208-056","Avenida Nove de Julho 3535, Jundia","[-23.20280,-46.89152]","",""
"1032159","Galeria Pedro Chaves","Licensed Store","Brazil","Porto Alegre","State of Rio Grande do Sul","90020-010","Rua dos Andradas, 1444, Porto Alegre","[-30.02974,-51.22726]","",""
"1032541","Outlet Premium Itupeva","Licensed Store","Brazil","Itupeva","São Paulo","13295-000","Rod. dos Bandeirantes, Km 72, Itupeva","[-23.10848,-47.00833]","",""
"1033137","Outlet Premium Brasilia","Licensed Store","Brazil","Alexânia","Goiás","72920-000","Outlet Premium Brasilia, Alexania","[-16.12054,-48.39798]","",""
"1042997","Taguatinga Shopping","Licensed Store","Brazil","Brasília","Federal District","71950-904","QS 1 Rua 212, Taguatinga","[-15.84128,-48.04384]","",""
"1043744","Mueller Shopping Joinville","Licensed Store","Brazil","Joinville","State of Santa Catarina","89201-420","Rua Senador Felipe Schmidt, Joinville","[-26.30453,-48.84936]","",""
"1043750","Litoral Plaza Praia Grande","Licensed Store","Brazil","Praia Grande","State of São Paulo","","Avenida Ayton Senna da Silva 1511, Praia Grande","[-23.99850,-46.40727]","",""
"8919200","Aeroporto de Curitiba Check In","Licensed Store","Brazil","São José dos Pinhais","State of Paraná","83010","Av. Rocha Pombo, s/n, Aguas Bela, Sao Jose dos Pinhais","[-25.53112,-49.17776]","",""
"1005627","RochaVera","Licensed Store","Brazil","São Paulo","State of São Paulo","04794-000","Av. das Nacoes Unidas, 14.171, Torre C, Sao Paulo","[-23.62304,-46.70124]","",""
"1032666","Aricanduva Kiosk","Licensed Store","Brazil","São Paulo","State of São Paulo","03527-900","Avenida Aricanduva 5555, So Paulo","[-23.56588,-46.50449]","",""
